start_time,end_time,price,volume,node,bid_id,unit_id,accepted_volume,accepted_price,market_id,bid_type,simulation,max_power,min_power
2019-01-02 01:00:00,2019-01-02 02:00:00,9,1000,north_1,Unit 5_2,Unit 5,1000,39,EOM,,example_01d_base,,
2019-01-02 01:00:00,2019-01-02 02:00:00,10,1000,north_1,Unit 6_2,Unit 6,1000,39,EOM,,example_01d_base,,
2019-01-02 01:00:00,2019-01-02 02:00:00,11,1000,north_1,Unit 7_2,Unit 7,1000,39,EOM,,example_01d_base,,
2019-01-02 01:00:00,2019-01-02 02:00:00,12,1000,north_1,Unit 8_2,Unit 8,1000,39,EOM,,example_01d_base,,
2019-01-02 01:00:00,2019-01-02 02:00:00,13,1000,north_1,Unit 9_2,Unit 9,1000,39,EOM,,example_01d_base,,
2019-01-02 01:00:00,2019-01-02 02:00:00,14,1000,north_1,Unit 10_2,Unit 10,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,5,1000,north_1,Unit 1_3,Unit 1,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,6,1000,north_1,Unit 2_3,Unit 2,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,7,1000,north_1,Unit 3_3,Unit 3,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,8,1000,north_1,Unit 4_3,Unit 4,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,9,1000,north_1,Unit 5_3,Unit 5,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,10,1000,north_1,Unit 6_3,Unit 6,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,11,1000,north_1,Unit 7_3,Unit 7,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,12,1000,north_1,Unit 8_3,Unit 8,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,13,1000,north_1,Unit 9_3,Unit 9,1000,39,EOM,,example_01d_base,,
2019-01-02 02:00:00,2019-01-02 03:00:00,14,1000,north_1,Unit 10_3,Unit 10,1000,39,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,5,1000,north_1,Unit 1_4,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,6,1000,north_1,Unit 2_4,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,7,1000,north_1,Unit 3_4,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,8,1000,north_1,Unit 4_4,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,9,1000,north_1,Unit 5_4,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,10,1000,north_1,Unit 6_4,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,11,1000,north_1,Unit 7_4,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,12,1000,north_1,Unit 8_4,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,13,1000,north_1,Unit 9_4,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 03:00:00,2019-01-02 04:00:00,14,1000,north_1,Unit 10_4,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,5,1000,north_1,Unit 1_5,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,6,1000,north_1,Unit 2_5,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,7,1000,north_1,Unit 3_5,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,8,1000,north_1,Unit 4_5,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,9,1000,north_1,Unit 5_5,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,10,1000,north_1,Unit 6_5,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,11,1000,north_1,Unit 7_5,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,12,1000,north_1,Unit 8_5,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,13,1000,north_1,Unit 9_5,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 04:00:00,2019-01-02 05:00:00,14,1000,north_1,Unit 10_5,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,5,1000,north_1,Unit 1_6,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,6,1000,north_1,Unit 2_6,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,7,1000,north_1,Unit 3_6,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,8,1000,north_1,Unit 4_6,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,9,1000,north_1,Unit 5_6,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,10,1000,north_1,Unit 6_6,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,11,1000,north_1,Unit 7_6,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,12,1000,north_1,Unit 8_6,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,13,1000,north_1,Unit 9_6,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 05:00:00,2019-01-02 06:00:00,14,1000,north_1,Unit 10_6,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,5,1000,north_1,Unit 1_7,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,6,1000,north_1,Unit 2_7,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,7,1000,north_1,Unit 3_7,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,8,1000,north_1,Unit 4_7,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,9,1000,north_1,Unit 5_7,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,10,1000,north_1,Unit 6_7,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,11,1000,north_1,Unit 7_7,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,12,1000,north_1,Unit 8_7,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,13,1000,north_1,Unit 9_7,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 06:00:00,2019-01-02 07:00:00,14,1000,north_1,Unit 10_7,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,5,1000,north_1,Unit 1_8,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,6,1000,north_1,Unit 2_8,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,7,1000,north_1,Unit 3_8,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,8,1000,north_1,Unit 4_8,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,9,1000,north_1,Unit 5_8,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,10,1000,north_1,Unit 6_8,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,11,1000,north_1,Unit 7_8,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,12,1000,north_1,Unit 8_8,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,13,1000,north_1,Unit 9_8,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 07:00:00,2019-01-02 08:00:00,14,1000,north_1,Unit 10_8,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,5,1000,north_1,Unit 1_9,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,6,1000,north_1,Unit 2_9,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,7,1000,north_1,Unit 3_9,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,8,1000,north_1,Unit 4_9,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,9,1000,north_1,Unit 5_9,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,10,1000,north_1,Unit 6_9,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,11,1000,north_1,Unit 7_9,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,12,1000,north_1,Unit 8_9,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,13,1000,north_1,Unit 9_9,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 08:00:00,2019-01-02 09:00:00,14,1000,north_1,Unit 10_9,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,5,1000,north_1,Unit 1_10,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,6,1000,north_1,Unit 2_10,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,7,1000,north_1,Unit 3_10,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,8,1000,north_1,Unit 4_10,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,9,1000,north_1,Unit 5_10,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,10,1000,north_1,Unit 6_10,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,11,1000,north_1,Unit 7_10,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,12,1000,north_1,Unit 8_10,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,13,1000,north_1,Unit 9_10,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 09:00:00,2019-01-02 10:00:00,14,1000,north_1,Unit 10_10,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,5,1000,north_1,Unit 1_11,Unit 1,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,6,1000,north_1,Unit 2_11,Unit 2,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,7,1000,north_1,Unit 3_11,Unit 3,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,8,1000,north_1,Unit 4_11,Unit 4,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,9,1000,north_1,Unit 5_11,Unit 5,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,10,1000,north_1,Unit 6_11,Unit 6,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,11,1000,north_1,Unit 7_11,Unit 7,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,12,1000,north_1,Unit 8_11,Unit 8,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,13,1000,north_1,Unit 9_11,Unit 9,1000,38,EOM,,example_01d_base,,
2019-01-02 10:00:00,2019-01-02 11:00:00,14,1000,north_1,Unit 10_11,Unit 10,1000,38,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,5,1000,north_1,Unit 1_12,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,6,1000,north_1,Unit 2_12,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,7,1000,north_1,Unit 3_12,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,8,1000,north_1,Unit 4_12,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,9,1000,north_1,Unit 5_12,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,10,1000,north_1,Unit 6_12,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,11,1000,north_1,Unit 7_12,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,12,1000,north_1,Unit 8_12,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,13,1000,north_1,Unit 9_12,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 11:00:00,2019-01-02 12:00:00,14,1000,north_1,Unit 10_12,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,5,1000,north_1,Unit 1_13,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,6,1000,north_1,Unit 2_13,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,7,1000,north_1,Unit 3_13,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,8,1000,north_1,Unit 4_13,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,9,1000,north_1,Unit 5_13,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,10,1000,north_1,Unit 6_13,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,11,1000,north_1,Unit 7_13,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,12,1000,north_1,Unit 8_13,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,13,1000,north_1,Unit 9_13,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 12:00:00,2019-01-02 13:00:00,14,1000,north_1,Unit 10_13,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,5,1000,north_1,Unit 1_14,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,6,1000,north_1,Unit 2_14,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,7,1000,north_1,Unit 3_14,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,8,1000,north_1,Unit 4_14,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,9,1000,north_1,Unit 5_14,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,10,1000,north_1,Unit 6_14,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,11,1000,north_1,Unit 7_14,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,12,1000,north_1,Unit 8_14,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,13,1000,north_1,Unit 9_14,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 13:00:00,2019-01-02 14:00:00,14,1000,north_1,Unit 10_14,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,5,1000,north_1,Unit 1_15,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,6,1000,north_1,Unit 2_15,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,7,1000,north_1,Unit 3_15,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,8,1000,north_1,Unit 4_15,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,9,1000,north_1,Unit 5_15,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,10,1000,north_1,Unit 6_15,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,11,1000,north_1,Unit 7_15,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,12,1000,north_1,Unit 8_15,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,13,1000,north_1,Unit 9_15,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 14:00:00,2019-01-02 15:00:00,14,1000,north_1,Unit 10_15,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,5,1000,north_1,Unit 1_16,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,6,1000,north_1,Unit 2_16,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,7,1000,north_1,Unit 3_16,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,8,1000,north_1,Unit 4_16,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,9,1000,north_1,Unit 5_16,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,10,1000,north_1,Unit 6_16,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,11,1000,north_1,Unit 7_16,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,12,1000,north_1,Unit 8_16,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,13,1000,north_1,Unit 9_16,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 15:00:00,2019-01-02 16:00:00,14,1000,north_1,Unit 10_16,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,5,1000,north_1,Unit 1_17,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,6,1000,north_1,Unit 2_17,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,7,1000,north_1,Unit 3_17,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,8,1000,north_1,Unit 4_17,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,9,1000,north_1,Unit 5_17,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,10,1000,north_1,Unit 6_17,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,11,1000,north_1,Unit 7_17,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,12,1000,north_1,Unit 8_17,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,13,1000,north_1,Unit 9_17,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 16:00:00,2019-01-02 17:00:00,14,1000,north_1,Unit 10_17,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,5,1000,north_1,Unit 1_18,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,6,1000,north_1,Unit 2_18,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,7,1000,north_1,Unit 3_18,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,8,1000,north_1,Unit 4_18,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,9,1000,north_1,Unit 5_18,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,10,1000,north_1,Unit 6_18,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,11,1000,north_1,Unit 7_18,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,12,1000,north_1,Unit 8_18,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,13,1000,north_1,Unit 9_18,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 17:00:00,2019-01-02 18:00:00,14,1000,north_1,Unit 10_18,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,5,1000,north_1,Unit 1_19,Unit 1,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,6,1000,north_1,Unit 2_19,Unit 2,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,7,1000,north_1,Unit 3_19,Unit 3,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,8,1000,north_1,Unit 4_19,Unit 4,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,9,1000,north_1,Unit 5_19,Unit 5,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,10,1000,north_1,Unit 6_19,Unit 6,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,11,1000,north_1,Unit 7_19,Unit 7,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,12,1000,north_1,Unit 8_19,Unit 8,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,13,1000,north_1,Unit 9_19,Unit 9,1000,37,EOM,,example_01d_base,,
2019-01-02 18:00:00,2019-01-02 19:00:00,14,1000,north_1,Unit 10_19,Unit 10,1000,37,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,5,1000,north_1,Unit 1_20,Unit 1,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,6,1000,north_1,Unit 2_20,Unit 2,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,7,1000,north_1,Unit 3_20,Unit 3,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,8,1000,north_1,Unit 4_20,Unit 4,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,9,1000,north_1,Unit 5_20,Unit 5,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,10,1000,north_1,Unit 6_20,Unit 6,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,11,1000,north_1,Unit 7_20,Unit 7,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,12,1000,north_1,Unit 8_20,Unit 8,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,13,1000,north_1,Unit 9_20,Unit 9,1000,36,EOM,,example_01d_base,,
2019-01-02 19:00:00,2019-01-02 20:00:00,14,1000,north_1,Unit 10_20,Unit 10,1000,36,EOM,,example_01d_base,,
2019-01-02 20:00:00,2019-01-02 21:00:00,5,1000,north_1,Unit 1_21,Unit 1,1000,36,EOM,,example_01d_base,,
2019-01-02 20:00:00,2019-01-02 21:00:00,6,1000,north_1,Unit 2_21,Unit 2,1000,36,EOM,,example_01d_base,,
2019-01-02 20:00:00,2019-01-02 21:00:00,7,1000,north_1,Unit 3_21,Unit 3,1000,36,EOM,,example_01d_base,,
2019-01-02 20:00:00,2019-01-02 21:00:00,8,1000,north_1,Unit 4_21,Unit 4,1000,36,EOM,,example_01d_base,,
