,datetime,power,market_id,unit_id,simulation
52,2019-01-02 12:00:00,-6800,EOM,demand_west,example_01d_base
53,2019-01-02 13:00:00,-6400,EOM,demand_west,example_01d_base
54,2019-01-02 14:00:00,-6000,EOM,demand_west,example_01d_base
55,2019-01-02 15:00:00,-5600,EOM,demand_west,example_01d_base
56,2019-01-02 16:00:00,-5200,EOM,demand_west,example_01d_base
57,2019-01-02 17:00:00,-4800,EOM,demand_west,example_01d_base
58,2019-01-02 18:00:00,-4400,EOM,demand_west,example_01d_base
59,2019-01-02 19:00:00,-4000,EOM,demand_west,example_01d_base
60,2019-01-02 00:00:00,-17400,EOM,demand_south,example_01d_base
61,2019-01-02 01:00:00,-16800,EOM,demand_south,example_01d_base
62,2019-01-02 02:00:00,-16200,EOM,demand_south,example_01d_base
63,2019-01-02 03:00:00,-15600,EOM,demand_south,example_01d_base
64,2019-01-02 04:00:00,-15000,EOM,demand_south,example_01d_base
65,2019-01-02 05:00:00,-14400,EOM,demand_south,example_01d_base
66,2019-01-02 06:00:00,-13800,EOM,demand_south,example_01d_base
67,2019-01-02 07:00:00,-13200,EOM,demand_south,example_01d_base
68,2019-01-02 08:00:00,-12600,EOM,demand_south,example_01d_base
69,2019-01-02 09:00:00,-12000,EOM,demand_south,example_01d_base
70,2019-01-02 10:00:00,-11400,EOM,demand_south,example_01d_base
71,2019-01-02 11:00:00,-10800,EOM,demand_south,example_01d_base
72,2019-01-02 12:00:00,-10200,EOM,demand_south,example_01d_base
73,2019-01-02 13:00:00,-9600,EOM,demand_south,example_01d_base
74,2019-01-02 14:00:00,-9000,EOM,demand_south,example_01d_base
75,2019-01-02 15:00:00,-8400,EOM,demand_south,example_01d_base
76,2019-01-02 16:00:00,-7800,EOM,demand_south,example_01d_base
77,2019-01-02 17:00:00,-7200,EOM,demand_south,example_01d_base
78,2019-01-02 18:00:00,-6600,EOM,demand_south,example_01d_base
79,2019-01-02 19:00:00,-6000,EOM,demand_south,example_01d_base
80,2019-01-02 00:00:00,-2400,EOM,demand_north_2,example_01d_base
81,2019-01-02 01:00:00,-2800,EOM,demand_north_2,example_01d_base
82,2019-01-02 02:00:00,-3200,EOM,demand_north_2,example_01d_base
83,2019-01-02 03:00:00,-3600,EOM,demand_north_2,example_01d_base
84,2019-01-02 04:00:00,-4000,EOM,demand_north_2,example_01d_base
85,2019-01-02 05:00:00,-4400,EOM,demand_north_2,example_01d_base
86,2019-01-02 06:00:00,-4800,EOM,demand_north_2,example_01d_base
87,2019-01-02 07:00:00,-5200,EOM,demand_north_2,example_01d_base
88,2019-01-02 08:00:00,-5600,EOM,demand_north_2,example_01d_base
89,2019-01-02 09:00:00,-6000,EOM,demand_north_2,example_01d_base
90,2019-01-02 10:00:00,-6400,EOM,demand_north_2,example_01d_base
91,2019-01-02 11:00:00,-6800,EOM,demand_north_2,example_01d_base
92,2019-01-02 12:00:00,-7200,EOM,demand_north_2,example_01d_base
93,2019-01-02 13:00:00,-7600,EOM,demand_north_2,example_01d_base
94,2019-01-02 14:00:00,-8000,EOM,demand_north_2,example_01d_base
95,2019-01-02 15:00:00,-8400,EOM,demand_north_2,example_01d_base
96,2019-01-02 16:00:00,-8800,EOM,demand_north_2,example_01d_base
97,2019-01-02 17:00:00,-9200,EOM,demand_north_2,example_01d_base
98,2019-01-02 18:00:00,-9600,EOM,demand_north_2,example_01d_base
99,2019-01-02 19:00:00,-10000,EOM,demand_north_2,example_01d_base
100,2019-01-02 00:00:00,0,redispatch,demand_north_1,example_01d_base
101,2019-01-02 01:00:00,0,redispatch,demand_north_1,example_01d_base
102,2019-01-02 02:00:00,0,redispatch,demand_north_1,example_01d_base
103,2019-01-02 03:00:00,0,redispatch,demand_north_1,example_01d_base
104,2019-01-02 04:00:00,0,redispatch,demand_north_1,example_01d_base
105,2019-01-02 05:00:00,0,redispatch,demand_north_1,example_01d_base
106,2019-01-02 06:00:00,0,redispatch,demand_north_1,example_01d_base
107,2019-01-02 07:00:00,0,redispatch,demand_north_1,example_01d_base
108,2019-01-02 08:00:00,0,redispatch,demand_north_1,example_01d_base
109,2019-01-02 09:00:00,0,redispatch,demand_north_1,example_01d_base
110,2019-01-02 10:00:00,0,redispatch,demand_north_1,example_01d_base
111,2019-01-02 11:00:00,0,redispatch,demand_north_1,example_01d_base
112,2019-01-02 12:00:00,0,redispatch,demand_north_1,example_01d_base
113,2019-01-02 13:00:00,0,redispatch,demand_north_1,example_01d_base
114,2019-01-02 14:00:00,0,redispatch,demand_north_1,example_01d_base
115,2019-01-02 15:00:00,0,redispatch,demand_north_1,example_01d_base
116,2019-01-02 16:00:00,0,redispatch,demand_north_1,example_01d_base
117,2019-01-02 17:00:00,0,redispatch,demand_north_1,example_01d_base
118,2019-01-02 18:00:00,0,redispatch,demand_north_1,example_01d_base
119,2019-01-02 19:00:00,0,redispatch,demand_north_1,example_01d_base
120,2019-01-02 00:00:00,0,redispatch,demand_north_2,example_01d_base
121,2019-01-02 01:00:00,0,redispatch,demand_north_2,example_01d_base
122,2019-01-02 02:00:00,0,redispatch,demand_north_2,example_01d_base
123,2019-01-02 03:00:00,0,redispatch,demand_north_2,example_01d_base
124,2019-01-02 04:00:00,0,redispatch,demand_north_2,example_01d_base
125,2019-01-02 05:00:00,0,redispatch,demand_north_2,example_01d_base
126,2019-01-02 06:00:00,0,redispatch,demand_north_2,example_01d_base
127,2019-01-02 07:00:00,0,redispatch,demand_north_2,example_01d_base
128,2019-01-02 08:00:00,0,redispatch,demand_north_2,example_01d_base
129,2019-01-02 09:00:00,0,redispatch,demand_north_2,example_01d_base
130,2019-01-02 10:00:00,0,redispatch,demand_north_2,example_01d_base
131,2019-01-02 11:00:00,0,redispatch,demand_north_2,example_01d_base
132,2019-01-02 12:00:00,0,redispatch,demand_north_2,example_01d_base
133,2019-01-02 13:00:00,0,redispatch,demand_north_2,example_01d_base
134,2019-01-02 14:00:00,0,redispatch,demand_north_2,example_01d_base
135,2019-01-02 15:00:00,0,redispatch,demand_north_2,example_01d_base
136,2019-01-02 16:00:00,0,redispatch,demand_north_2,example_01d_base
137,2019-01-02 17:00:00,0,redispatch,demand_north_2,example_01d_base
138,2019-01-02 18:00:00,0,redispatch,demand_north_2,example_01d_base
139,2019-01-02 19:00:00,0,redispatch,demand_north_2,example_01d_base
140,2019-01-02 00:00:00,0,redispatch,demand_east,example_01d_base
141,2019-01-02 01:00:00,0,redispatch,demand_east,example_01d_base
142,2019-01-02 02:00:00,0,redispatch,demand_east,example_01d_base
143,2019-01-02 03:00:00,0,redispatch,demand_east,example_01d_base
144,2019-01-02 04:00:00,0,redispatch,demand_east,example_01d_base
145,2019-01-02 05:00:00,0,redispatch,demand_east,example_01d_base
146,2019-01-02 06:00:00,0,redispatch,demand_east,example_01d_base
147,2019-01-02 07:00:00,0,redispatch,demand_east,example_01d_base
148,2019-01-02 08:00:00,0,redispatch,demand_east,example_01d_base
149,2019-01-02 09:00:00,0,redispatch,demand_east,example_01d_base
150,2019-01-02 10:00:00,0,redispatch,demand_east,example_01d_base
151,2019-01-02 11:00:00,0,redispatch,demand_east,example_01d_base
152,2019-01-02 12:00:00,0,redispatch,demand_east,example_01d_base
153,2019-01-02 13:00:00,0,redispatch,demand_east,example_01d_base
154,2019-01-02 14:00:00,0,redispatch,demand_east,example_01d_base
155,2019-01-02 15:00:00,0,redispatch,demand_east,example_01d_base
156,2019-01-02 16:00:00,0,redispatch,demand_east,example_01d_base
157,2019-01-02 17:00:00,0,redispatch,demand_east,example_01d_base
158,2019-01-02 18:00:00,0,redispatch,demand_east,example_01d_base
159,2019-01-02 19:00:00,0,redispatch,demand_east,example_01d_base
160,2019-01-02 00:00:00,0,redispatch,demand_south,example_01d_base
161,2019-01-02 01:00:00,0,redispatch,demand_south,example_01d_base
162,2019-01-02 02:00:00,0,redispatch,demand_south,example_01d_base
163,2019-01-02 03:00:00,0,redispatch,demand_south,example_01d_base
164,2019-01-02 04:00:00,0,redispatch,demand_south,example_01d_base
165,2019-01-02 05:00:00,0,redispatch,demand_south,example_01d_base
166,2019-01-02 06:00:00,0,redispatch,demand_south,example_01d_base
167,2019-01-02 07:00:00,0,redispatch,demand_south,example_01d_base
168,2019-01-02 08:00:00,0,redispatch,demand_south,example_01d_base
169,2019-01-02 09:00:00,0,redispatch,demand_south,example_01d_base
170,2019-01-02 10:00:00,0,redispatch,demand_south,example_01d_base
171,2019-01-02 11:00:00,0,redispatch,demand_south,example_01d_base
172,2019-01-02 12:00:00,0,redispatch,demand_south,example_01d_base
173,2019-01-02 13:00:00,0,redispatch,demand_south,example_01d_base
174,2019-01-02 14:00:00,0,redispatch,demand_south,example_01d_base
175,2019-01-02 15:00:00,0,redispatch,demand_south,example_01d_base
176,2019-01-02 16:00:00,0,redispatch,demand_south,example_01d_base
177,2019-01-02 17:00:00,0,redispatch,demand_south,example_01d_base
178,2019-01-02 18:00:00,0,redispatch,demand_south,example_01d_base
179,2019-01-02 19:00:00,0,redispatch,demand_south,example_01d_base
180,2019-01-02 00:00:00,0,redispatch,demand_west,example_01d_base
181,2019-01-02 01:00:00,0,redispatch,demand_west,example_01d_base
182,2019-01-02 02:00:00,0,redispatch,demand_west,example_01d_base
183,2019-01-02 03:00:00,0,redispatch,demand_west,example_01d_base
184,2019-01-02 04:00:00,0,redispatch,demand_west,example_01d_base
185,2019-01-02 05:00:00,0,redispatch,demand_west,example_01d_base
186,2019-01-02 06:00:00,0,redispatch,demand_west,example_01d_base
187,2019-01-02 07:00:00,0,redispatch,demand_west,example_01d_base
188,2019-01-02 08:00:00,0,redispatch,demand_west,example_01d_base
189,2019-01-02 09:00:00,0,redispatch,demand_west,example_01d_base
190,2019-01-02 10:00:00,0,redispatch,demand_west,example_01d_base
191,2019-01-02 11:00:00,0,redispatch,demand_west,example_01d_base
192,2019-01-02 12:00:00,0,redispatch,demand_west,example_01d_base
193,2019-01-02 13:00:00,0,redispatch,demand_west,example_01d_base
194,2019-01-02 14:00:00,0,redispatch,demand_west,example_01d_base
195,2019-01-02 15:00:00,0,redispatch,demand_west,example_01d_base
196,2019-01-02 16:00:00,0,redispatch,demand_west,example_01d_base
197,2019-01-02 17:00:00,0,redispatch,demand_west,example_01d_base
198,2019-01-02 18:00:00,0,redispatch,demand_west,example_01d_base
199,2019-01-02 19:00:00,0,redispatch,demand_west,example_01d_base
200,2019-01-02 00:00:00,1000,EOM,Unit 11,example_01d_base
201,2019-01-02 01:00:00,1000,EOM,Unit 11,example_01d_base
202,2019-01-02 02:00:00,1000,EOM,Unit 11,example_01d_base
203,2019-01-02 03:00:00,1000,EOM,Unit 11,example_01d_base
204,2019-01-02 04:00:00,1000,EOM,Unit 11,example_01d_base
205,2019-01-02 05:00:00,1000,EOM,Unit 11,example_01d_base
206,2019-01-02 06:00:00,1000,EOM,Unit 11,example_01d_base
207,2019-01-02 07:00:00,1000,EOM,Unit 11,example_01d_base
208,2019-01-02 08:00:00,1000,EOM,Unit 11,example_01d_base
209,2019-01-02 09:00:00,1000,EOM,Unit 11,example_01d_base
210,2019-01-02 10:00:00,1000,EOM,Unit 11,example_01d_base
211,2019-01-02 11:00:00,1000,EOM,Unit 11,example_01d_base
212,2019-01-02 12:00:00,1000,EOM,Unit 11,example_01d_base
213,2019-01-02 13:00:00,1000,EOM,Unit 11,example_01d_base
214,2019-01-02 14:00:00,1000,EOM,Unit 11,example_01d_base
215,2019-01-02 15:00:00,1000,EOM,Unit 11,example_01d_base
216,2019-01-02 16:00:00,1000,EOM,Unit 11,example_01d_base
217,2019-01-02 17:00:00,1000,EOM,Unit 11,example_01d_base
218,2019-01-02 18:00:00,1000,EOM,Unit 11,example_01d_base
219,2019-01-02 19:00:00,1000,EOM,Unit 11,example_01d_base
220,2019-01-02 00:00:00,1000,EOM,Unit 12,example_01d_base
221,2019-01-02 01:00:00,1000,EOM,Unit 12,example_01d_base
222,2019-01-02 02:00:00,1000,EOM,Unit 12,example_01d_base
223,2019-01-02 03:00:00,1000,EOM,Unit 12,example_01d_base
224,2019-01-02 04:00:00,1000,EOM,Unit 12,example_01d_base
225,2019-01-02 05:00:00,1000,EOM,Unit 12,example_01d_base
226,2019-01-02 06:00:00,1000,EOM,Unit 12,example_01d_base
227,2019-01-02 07:00:00,1000,EOM,Unit 12,example_01d_base
228,2019-01-02 08:00:00,1000,EOM,Unit 12,example_01d_base
229,2019-01-02 09:00:00,1000,EOM,Unit 12,example_01d_base
230,2019-01-02 10:00:00,1000,EOM,Unit 12,example_01d_base
231,2019-01-02 11:00:00,1000,EOM,Unit 12,example_01d_base
232,2019-01-02 12:00:00,1000,EOM,Unit 12,example_01d_base
233,2019-01-02 13:00:00,1000,EOM,Unit 12,example_01d_base
234,2019-01-02 14:00:00,1000,EOM,Unit 12,example_01d_base
235,2019-01-02 15:00:00,1000,EOM,Unit 12,example_01d_base
236,2019-01-02 16:00:00,1000,EOM,Unit 12,example_01d_base
237,2019-01-02 17:00:00,1000,EOM,Unit 12,example_01d_base
238,2019-01-02 18:00:00,1000,EOM,Unit 12,example_01d_base
239,2019-01-02 19:00:00,1000,EOM,Unit 12,example_01d_base
240,2019-01-02 00:00:00,1000,EOM,Unit 13,example_01d_base
241,2019-01-02 01:00:00,1000,EOM,Unit 13,example_01d_base
242,2019-01-02 02:00:00,1000,EOM,Unit 13,example_01d_base
243,2019-01-02 03:00:00,1000,EOM,Unit 13,example_01d_base
244,2019-01-02 04:00:00,1000,EOM,Unit 13,example_01d_base
245,2019-01-02 05:00:00,1000,EOM,Unit 13,example_01d_base
246,2019-01-02 06:00:00,1000,EOM,Unit 13,example_01d_base
247,2019-01-02 07:00:00,1000,EOM,Unit 13,example_01d_base
248,2019-01-02 08:00:00,1000,EOM,Unit 13,example_01d_base
249,2019-01-02 09:00:00,1000,EOM,Unit 13,example_01d_base
250,2019-01-02 10:00:00,1000,EOM,Unit 13,example_01d_base
251,2019-01-02 11:00:00,1000,EOM,Unit 13,example_01d_base
252,2019-01-02 12:00:00,1000,EOM,Unit 13,example_01d_base
253,2019-01-02 13:00:00,1000,EOM,Unit 13,example_01d_base
254,2019-01-02 14:00:00,1000,EOM,Unit 13,example_01d_base
255,2019-01-02 15:00:00,1000,EOM,Unit 13,example_01d_base
256,2019-01-02 16:00:00,1000,EOM,Unit 13,example_01d_base
257,2019-01-02 17:00:00,1000,EOM,Unit 13,example_01d_base
258,2019-01-02 18:00:00,1000,EOM,Unit 13,example_01d_base
259,2019-01-02 19:00:00,1000,EOM,Unit 13,example_01d_base
260,2019-01-02 00:00:00,1000,EOM,Unit 14,example_01d_base
261,2019-01-02 01:00:00,1000,EOM,Unit 14,example_01d_base
262,2019-01-02 02:00:00,1000,EOM,Unit 14,example_01d_base
263,2019-01-02 03:00:00,1000,EOM,Unit 14,example_01d_base
264,2019-01-02 04:00:00,1000,EOM,Unit 14,example_01d_base
265,2019-01-02 05:00:00,1000,EOM,Unit 14,example_01d_base
266,2019-01-02 06:00:00,1000,EOM,Unit 14,example_01d_base
267,2019-01-02 07:00:00,1000,EOM,Unit 14,example_01d_base
268,2019-01-02 08:00:00,1000,EOM,Unit 14,example_01d_base
269,2019-01-02 09:00:00,1000,EOM,Unit 14,example_01d_base
270,2019-01-02 10:00:00,1000,EOM,Unit 14,example_01d_base
271,2019-01-02 11:00:00,1000,EOM,Unit 14,example_01d_base
272,2019-01-02 12:00:00,1000,EOM,Unit 14,example_01d_base
273,2019-01-02 13:00:00,1000,EOM,Unit 14,example_01d_base
274,2019-01-02 14:00:00,1000,EOM,Unit 14,example_01d_base
275,2019-01-02 15:00:00,1000,EOM,Unit 14,example_01d_base
276,2019-01-02 16:00:00,1000,EOM,Unit 14,example_01d_base
277,2019-01-02 17:00:00,1000,EOM,Unit 14,example_01d_base
278,2019-01-02 18:00:00,1000,EOM,Unit 14,example_01d_base
279,2019-01-02 19:00:00,1000,EOM,Unit 14,example_01d_base
280,2019-01-02 00:00:00,1000,EOM,Unit 15,example_01d_base
281,2019-01-02 01:00:00,1000,EOM,Unit 15,example_01d_base
282,2019-01-02 02:00:00,1000,EOM,Unit 15,example_01d_base
283,2019-01-02 03:00:00,1000,EOM,Unit 15,example_01d_base
284,2019-01-02 04:00:00,1000,EOM,Unit 15,example_01d_base
285,2019-01-02 05:00:00,1000,EOM,Unit 15,example_01d_base
286,2019-01-02 06:00:00,1000,EOM,Unit 15,example_01d_base
287,2019-01-02 07:00:00,1000,EOM,Unit 15,example_01d_base
288,2019-01-02 08:00:00,1000,EOM,Unit 15,example_01d_base
289,2019-01-02 09:00:00,1000,EOM,Unit 15,example_01d_base
290,2019-01-02 10:00:00,1000,EOM,Unit 15,example_01d_base
291,2019-01-02 11:00:00,1000,EOM,Unit 15,example_01d_base
292,2019-01-02 12:00:00,1000,EOM,Unit 15,example_01d_base
293,2019-01-02 13:00:00,1000,EOM,Unit 15,example_01d_base
294,2019-01-02 14:00:00,1000,EOM,Unit 15,example_01d_base
295,2019-01-02 15:00:00,1000,EOM,Unit 15,example_01d_base
296,2019-01-02 16:00:00,1000,EOM,Unit 15,example_01d_base
297,2019-01-02 17:00:00,1000,EOM,Unit 15,example_01d_base
298,2019-01-02 18:00:00,1000,EOM,Unit 15,example_01d_base
299,2019-01-02 19:00:00,1000,EOM,Unit 15,example_01d_base
300,2019-01-02 00:00:00,1000,EOM,Unit 16,example_01d_base
301,2019-01-02 01:00:00,1000,EOM,Unit 16,example_01d_base
302,2019-01-02 02:00:00,1000,EOM,Unit 16,example_01d_base
303,2019-01-02 03:00:00,1000,EOM,Unit 16,example_01d_base
304,2019-01-02 04:00:00,1000,EOM,Unit 16,example_01d_base
305,2019-01-02 05:00:00,1000,EOM,Unit 16,example_01d_base
306,2019-01-02 06:00:00,1000,EOM,Unit 16,example_01d_base
307,2019-01-02 07:00:00,1000,EOM,Unit 16,example_01d_base
308,2019-01-02 08:00:00,1000,EOM,Unit 16,example_01d_base
309,2019-01-02 09:00:00,1000,EOM,Unit 16,example_01d_base
310,2019-01-02 10:00:00,1000,EOM,Unit 16,example_01d_base
311,2019-01-02 11:00:00,1000,EOM,Unit 16,example_01d_base
312,2019-01-02 12:00:00,1000,EOM,Unit 16,example_01d_base
313,2019-01-02 13:00:00,1000,EOM,Unit 16,example_01d_base
314,2019-01-02 14:00:00,1000,EOM,Unit 16,example_01d_base
315,2019-01-02 15:00:00,1000,EOM,Unit 16,example_01d_base
316,2019-01-02 16:00:00,1000,EOM,Unit 16,example_01d_base
317,2019-01-02 17:00:00,1000,EOM,Unit 16,example_01d_base
318,2019-01-02 18:00:00,1000,EOM,Unit 16,example_01d_base
319,2019-01-02 19:00:00,1000,EOM,Unit 16,example_01d_base
320,2019-01-02 00:00:00,1000,EOM,Unit 17,example_01d_base
321,2019-01-02 01:00:00,1000,EOM,Unit 17,example_01d_base
322,2019-01-02 02:00:00,1000,EOM,Unit 17,example_01d_base
323,2019-01-02 03:00:00,1000,EOM,Unit 17,example_01d_base
324,2019-01-02 04:00:00,1000,EOM,Unit 17,example_01d_base
325,2019-01-02 05:00:00,1000,EOM,Unit 17,example_01d_base
326,2019-01-02 06:00:00,1000,EOM,Unit 17,example_01d_base
327,2019-01-02 07:00:00,1000,EOM,Unit 17,example_01d_base
328,2019-01-02 08:00:00,1000,EOM,Unit 17,example_01d_base
329,2019-01-02 09:00:00,1000,EOM,Unit 17,example_01d_base
330,2019-01-02 10:00:00,1000,EOM,Unit 17,example_01d_base
331,2019-01-02 11:00:00,1000,EOM,Unit 17,example_01d_base
332,2019-01-02 12:00:00,1000,EOM,Unit 17,example_01d_base
333,2019-01-02 13:00:00,1000,EOM,Unit 17,example_01d_base
334,2019-01-02 14:00:00,1000,EOM,Unit 17,example_01d_base
335,2019-01-02 15:00:00,1000,EOM,Unit 17,example_01d_base
336,2019-01-02 16:00:00,1000,EOM,Unit 17,example_01d_base
337,2019-01-02 17:00:00,1000,EOM,Unit 17,example_01d_base
338,2019-01-02 18:00:00,1000,EOM,Unit 17,example_01d_base
339,2019-01-02 19:00:00,1000,EOM,Unit 17,example_01d_base
340,2019-01-02 00:00:00,1000,EOM,Unit 18,example_01d_base
341,2019-01-02 01:00:00,1000,EOM,Unit 18,example_01d_base
342,2019-01-02 02:00:00,1000,EOM,Unit 18,example_01d_base
343,2019-01-02 03:00:00,1000,EOM,Unit 18,example_01d_base
344,2019-01-02 04:00:00,1000,EOM,Unit 18,example_01d_base
345,2019-01-02 05:00:00,1000,EOM,Unit 18,example_01d_base
346,2019-01-02 06:00:00,1000,EOM,Unit 18,example_01d_base
347,2019-01-02 07:00:00,1000,EOM,Unit 18,example_01d_base
348,2019-01-02 08:00:00,1000,EOM,Unit 18,example_01d_base
349,2019-01-02 09:00:00,1000,EOM,Unit 18,example_01d_base
350,2019-01-02 10:00:00,1000,EOM,Unit 18,example_01d_base
351,2019-01-02 11:00:00,1000,EOM,Unit 18,example_01d_base
352,2019-01-02 12:00:00,1000,EOM,Unit 18,example_01d_base
353,2019-01-02 13:00:00,1000,EOM,Unit 18,example_01d_base
354,2019-01-02 14:00:00,1000,EOM,Unit 18,example_01d_base
355,2019-01-02 15:00:00,1000,EOM,Unit 18,example_01d_base
356,2019-01-02 16:00:00,1000,EOM,Unit 18,example_01d_base
357,2019-01-02 17:00:00,1000,EOM,Unit 18,example_01d_base
358,2019-01-02 18:00:00,1000,EOM,Unit 18,example_01d_base
359,2019-01-02 19:00:00,1000,EOM,Unit 18,example_01d_base
360,2019-01-02 00:00:00,1000,EOM,Unit 19,example_01d_base
361,2019-01-02 01:00:00,1000,EOM,Unit 19,example_01d_base
362,2019-01-02 02:00:00,1000,EOM,Unit 19,example_01d_base
363,2019-01-02 03:00:00,1000,EOM,Unit 19,example_01d_base
364,2019-01-02 04:00:00,1000,EOM,Unit 19,example_01d_base
365,2019-01-02 05:00:00,1000,EOM,Unit 19,example_01d_base
366,2019-01-02 06:00:00,1000,EOM,Unit 19,example_01d_base
367,2019-01-02 07:00:00,1000,EOM,Unit 19,example_01d_base
368,2019-01-02 08:00:00,1000,EOM,Unit 19,example_01d_base
369,2019-01-02 09:00:00,1000,EOM,Unit 19,example_01d_base
370,2019-01-02 10:00:00,1000,EOM,Unit 19,example_01d_base
371,2019-01-02 11:00:00,1000,EOM,Unit 19,example_01d_base
372,2019-01-02 12:00:00,1000,EOM,Unit 19,example_01d_base
373,2019-01-02 13:00:00,1000,EOM,Unit 19,example_01d_base
374,2019-01-02 14:00:00,1000,EOM,Unit 19,example_01d_base
375,2019-01-02 15:00:00,1000,EOM,Unit 19,example_01d_base
376,2019-01-02 16:00:00,1000,EOM,Unit 19,example_01d_base
377,2019-01-02 17:00:00,1000,EOM,Unit 19,example_01d_base
378,2019-01-02 18:00:00,1000,EOM,Unit 19,example_01d_base
379,2019-01-02 19:00:00,1000,EOM,Unit 19,example_01d_base
380,2019-01-02 00:00:00,1000,EOM,Unit 20,example_01d_base
381,2019-01-02 01:00:00,1000,EOM,Unit 20,example_01d_base
382,2019-01-02 02:00:00,1000,EOM,Unit 20,example_01d_base
383,2019-01-02 03:00:00,1000,EOM,Unit 20,example_01d_base
384,2019-01-02 04:00:00,1000,EOM,Unit 20,example_01d_base
385,2019-01-02 05:00:00,1000,EOM,Unit 20,example_01d_base
386,2019-01-02 06:00:00,1000,EOM,Unit 20,example_01d_base
387,2019-01-02 07:00:00,1000,EOM,Unit 20,example_01d_base
388,2019-01-02 08:00:00,1000,EOM,Unit 20,example_01d_base
389,2019-01-02 09:00:00,1000,EOM,Unit 20,example_01d_base
390,2019-01-02 10:00:00,1000,EOM,Unit 20,example_01d_base
391,2019-01-02 11:00:00,1000,EOM,Unit 20,example_01d_base
392,2019-01-02 12:00:00,1000,EOM,Unit 20,example_01d_base
393,2019-01-02 13:00:00,1000,EOM,Unit 20,example_01d_base
394,2019-01-02 14:00:00,1000,EOM,Unit 20,example_01d_base
395,2019-01-02 15:00:00,1000,EOM,Unit 20,example_01d_base
396,2019-01-02 16:00:00,1000,EOM,Unit 20,example_01d_base
